,account_id,alliance_id,timestamp,raw_message
109718,3d3693af2dbeb26114fec4ea3ece6385766ee9f308bdfaf96d7eb7f0bb81e12b,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:19:05.330000+00:00,why you need to spectate me
25129,ed224aa24238a592bcb37102db09a4b58b3558587198b178ac4c91e0103096ab,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:22:13.346000+00:00,To see sweaty skill
100381,3d3693af2dbeb26114fec4ea3ece6385766ee9f308bdfaf96d7eb7f0bb81e12b,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:24:28.402000+00:00,not even close
154162,ed224aa24238a592bcb37102db09a4b58b3558587198b178ac4c91e0103096ab,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:26:15.719000+00:00,Oh my bad ultra sweat
106391,9909846ff401f471d3102fcc82ee84bc7f95a87c555e901bada0c1d4f0125e99,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:36:01.969000+00:00,Yo aspect
56106,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:36:57.418000+00:00,Check dc
69154,9909846ff401f471d3102fcc82ee84bc7f95a87c555e901bada0c1d4f0125e99,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:41:06.803000+00:00,I am
37468,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:41:19.391000+00:00,Check dc quick
117714,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:41:23.618000+00:00,U need help
23459,9909846ff401f471d3102fcc82ee84bc7f95a87c555e901bada0c1d4f0125e99,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:41:24.354000+00:00,Yeah
56912,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:41:33.361000+00:00,Come on dc
171892,ed224aa24238a592bcb37102db09a4b58b3558587198b178ac4c91e0103096ab,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:44:47.646000+00:00,Who was spectating?
38200,9909846ff401f471d3102fcc82ee84bc7f95a87c555e901bada0c1d4f0125e99,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:50:41.467000+00:00,Yessir
173816,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:50:50.832000+00:00,Yooo
96306,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:50:57.393000+00:00,How did u get the tm
128294,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:51:13.055000+00:00,Me shiv
132060,9909846ff401f471d3102fcc82ee84bc7f95a87c555e901bada0c1d4f0125e99,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:51:14.968000+00:00,Secret
47380,9909846ff401f471d3102fcc82ee84bc7f95a87c555e901bada0c1d4f0125e99,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:51:34.713000+00:00,Nah haha I download a keeboard
107379,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:51:43.116000+00:00,Which one
130141,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:52:04.946000+00:00,Tell meh
23981,9909846ff401f471d3102fcc82ee84bc7f95a87c555e901bada0c1d4f0125e99,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:52:25.356000+00:00,𝐎𝐧 𝐝𝐜
130522,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:52:33.110000+00:00,OK
46584,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:53:17.244000+00:00,Check dc
105781,ed224aa24238a592bcb37102db09a4b58b3558587198b178ac4c91e0103096ab,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:56:19.749000+00:00,Bruh witch is the move
90068,ed224aa24238a592bcb37102db09a4b58b3558587198b178ac4c91e0103096ab,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 05:56:29.933000+00:00,No pun intended
46678,ed224aa24238a592bcb37102db09a4b58b3558587198b178ac4c91e0103096ab,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:13:21.903000+00:00,Wow
143557,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:13:22.849000+00:00,Can I come
20180,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:13:24.214000+00:00,Gg and agaij
75574,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:05.712000+00:00,Hey huh Whatsup
72698,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:08.486000+00:00,Gg jp
95170,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:14.486000+00:00,You have immensely improved
112478,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:20.919000+00:00,GG aspect
132852,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:24.441000+00:00,hey
13359,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:27.145000+00:00,You think?
20469,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:27.407000+00:00,Hey
107617,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:31.321000+00:00,Also shiv
101439,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:32.803000+00:00,u in the dc server?
120896,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:34.374000+00:00,Come on mf
45076,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:35.094000+00:00,how are you all
53879,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:42.846000+00:00,Good good r u in the dc server?
143311,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:45.831000+00:00,I am good
44294,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:48.989000+00:00,yeah I just joined
84550,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:54.584000+00:00,Just passed league 6 yesterday
45290,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:17:57.087000+00:00,And welcome!
77271,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:21:32.145000+00:00,Ggwp kakarot
159207,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:22:57.147000+00:00,ggs
164847,2d767c85e39d533507e2ab150fc1aacc5597d9c638a9a70eddddee624082fd0f,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:23:04.737000+00:00,well played
150691,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:25:31.320000+00:00,Making spaces guys
19070,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:26:16.212000+00:00,what's up?
85742,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:26:34.638000+00:00,okay
10512,2d767c85e39d533507e2ab150fc1aacc5597d9c638a9a70eddddee624082fd0f,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:28:12.694000+00:00,well played
111734,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:28:13.565000+00:00,misplaced haha
128394,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:28:16.606000+00:00,again?
58476,3d3693af2dbeb26114fec4ea3ece6385766ee9f308bdfaf96d7eb7f0bb81e12b,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:28:17.655000+00:00,again?
131711,3d3693af2dbeb26114fec4ea3ece6385766ee9f308bdfaf96d7eb7f0bb81e12b,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:28:20.731000+00:00,yh
103668,3d3693af2dbeb26114fec4ea3ece6385766ee9f308bdfaf96d7eb7f0bb81e12b,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:28:23.410000+00:00,one sec
73455,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:30:30.232000+00:00,Whatsup bro!
129840,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:30:33.220000+00:00,Welcome!
60936,592bf970fe27466f1121cd80c93577afe67f6e4ac04aee4f13e18c4e0283053e,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:30:35.924000+00:00,What’s up
123451,592bf970fe27466f1121cd80c93577afe67f6e4ac04aee4f13e18c4e0283053e,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:30:47.798000+00:00,I’m first I the clan
6089,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:31:07.814000+00:00,Bro
55100,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:31:16.025000+00:00,Should I buy pass next season?
17914,592bf970fe27466f1121cd80c93577afe67f6e4ac04aee4f13e18c4e0283053e,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:31:22.810000+00:00,Depends
161491,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:31:31.606000+00:00,I want
170845,592bf970fe27466f1121cd80c93577afe67f6e4ac04aee4f13e18c4e0283053e,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:31:32.871000+00:00,Oh
177738,592bf970fe27466f1121cd80c93577afe67f6e4ac04aee4f13e18c4e0283053e,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:31:35.644000+00:00,Lmao
78518,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:33:26.252000+00:00,Guys I’ll Be back in a second
74192,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:33:50.563000+00:00,ggs you're too good
86327,3d3693af2dbeb26114fec4ea3ece6385766ee9f308bdfaf96d7eb7f0bb81e12b,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:33:56.735000+00:00,gg
168732,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:34:04.444000+00:00,Want to have a rematch
85278,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:34:31.099000+00:00,Just a second ya’ll imma be back
182686,3d3693af2dbeb26114fec4ea3ece6385766ee9f308bdfaf96d7eb7f0bb81e12b,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:34:32.605000+00:00,just keep playing
141610,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:34:44.066000+00:00,Be back 1 second
110024,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:34:56.726000+00:00,I played log bait before
136985,c230089eac0f6ac6f53993af267a903182e58e471bff4152838508a8cb7890f4,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:36:32.368000+00:00,IIM aspect btw just an alt
102098,592bf970fe27466f1121cd80c93577afe67f6e4ac04aee4f13e18c4e0283053e,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:36:52.102000+00:00,It’s a hc to your deck anyway
105352,0b68de38c7c8d941ea02f97526b4fd18f3283cbabeee7e2ae59bf5d5f0f8a6dd,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:37:12.574000+00:00,Not looking for a rematch
103805,592bf970fe27466f1121cd80c93577afe67f6e4ac04aee4f13e18c4e0283053e,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:37:22.414000+00:00,Ok
102092,0b68de38c7c8d941ea02f97526b4fd18f3283cbabeee7e2ae59bf5d5f0f8a6dd,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:37:29.048000+00:00,Just trying to improve myself
25412,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:37:42.161000+00:00,is espirit better for 3.0?
40129,0b68de38c7c8d941ea02f97526b4fd18f3283cbabeee7e2ae59bf5d5f0f8a6dd,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:37:44.572000+00:00,It’s fine I’ll try again later
120896,c230089eac0f6ac6f53993af267a903182e58e471bff4152838508a8cb7890f4,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:37:52.320000+00:00,No ice spirit is best
58392,3d3693af2dbeb26114fec4ea3ece6385766ee9f308bdfaf96d7eb7f0bb81e12b,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:38:19.192000+00:00,gg
34286,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:38:23.194000+00:00,gg
173202,592bf970fe27466f1121cd80c93577afe67f6e4ac04aee4f13e18c4e0283053e,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:38:30.488000+00:00,I’m gonna go to school now
32651,c230089eac0f6ac6f53993af267a903182e58e471bff4152838508a8cb7890f4,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:38:34.560000+00:00,Kk bye
7693,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:38:42.319000+00:00,just took my 1st midterm today
156465,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:38:45.735000+00:00,shit was ass
18208,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:38:47.608000+00:00,Noice
36715,c230089eac0f6ac6f53993af267a903182e58e471bff4152838508a8cb7890f4,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:38:51.785000+00:00,LOL
162526,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:38:57.148000+00:00,Oh
22575,c230089eac0f6ac6f53993af267a903182e58e471bff4152838508a8cb7890f4,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:38:59.601000+00:00,I’m preparing for my gcse
20919,c230089eac0f6ac6f53993af267a903182e58e471bff4152838508a8cb7890f4,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:39:02.789000+00:00,kinda fucked
29934,0aa9963a430bc0f942bf1d97083b534b66e74806ac3c038bf4017d784047e0b6,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:39:10.170000+00:00,are you all in uni?
129470,c230089eac0f6ac6f53993af267a903182e58e471bff4152838508a8cb7890f4,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:39:22.120000+00:00,Ion even know why I’m on rn but I am
80415,c230089eac0f6ac6f53993af267a903182e58e471bff4152838508a8cb7890f4,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:40:54.394000+00:00,k bye
8276,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:41:14.794000+00:00,Heyo
102328,6cdb5ce77d5d095b47d64de4dc99720d34e51e95be5089f78055e56f215aef05,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:41:17.757000+00:00,I’m back on
112475,3d3693af2dbeb26114fec4ea3ece6385766ee9f308bdfaf96d7eb7f0bb81e12b,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:42:10.349000+00:00,gg
12971,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:42:19.022000+00:00,Uh huh…
72189,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:42:21.009000+00:00,gg
177308,3d3693af2dbeb26114fec4ea3ece6385766ee9f308bdfaf96d7eb7f0bb81e12b,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:42:38.191000+00:00,im going to try another deck
177208,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:42:42.488000+00:00,No thanks
17913,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:42:47.690000+00:00,You will win anywyas
147394,7f7f78f0d18bb65bb61f0590f936b070381f308a4983279ac1bba94c93819f51,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:42:58.493000+00:00,Jsut going to accept that fate and fact
57590,3d3693af2dbeb26114fec4ea3ece6385766ee9f308bdfaf96d7eb7f0bb81e12b,96f5654de36f29efbc2ee289e5300a30f70b65e56662b86a56311f15444be631,2023-03-01 06:43:00.077000+00:00,nah
